Length,(1/4,3/8,0.375,0.305),(3/8,1/2,.5,.402),(1/2,5/8,.625,.527),(5/8,3/4,.75,.652),(3/4,7/8,.875,.745),(1,1-1/8,1.125,.995),(1-1/4,1-3/8,1.37,1.245),(1-1/2,-,1.625, 1.481),(2,-,2.125,1.959)
10,39,80,162,283,402,859,1550,2440,5080
20,27,55,111,195,276,590,1060,1680,3490
30,21,44,89,156,222,474,853,1350,2800
40,18,38,77,134,190,406,730,1150,2400
50,16,33,68,119,168,359,647,1020,2130
60,15,30,61,107,152,326,586,925,1930
70,13,28,57,99,140,300,539,851,1770
80,13,26,53,92,131,279,502,791,1650
90,12,24,49,86,122,262,471,742,1550
100,11,23,47,82,116,247,445,701,1460
125,NA,20,41,72,103,219,394,622,1290
150,NA,18,37,65,93,198,357,563,1170
175,NA,17,34,60,85,183,329,518,1080
200,NA,16,32,56,79,170,306,482,1000
250,NA,14,28,50,70,151,271,427,890
300,NA,13,26,45,64,136,245,387,806
350,NA,12,24,41,59,125,226,356,742
400,NA,11,22,39,55,117,210,331,690
450,NA,10,21,36,51,110,197,311,647
500,NA,NA,20,34,48,103,186,294,612
550,NA,NA,19,32,46,98,177,279,581
600,NA,NA,18,31,44,94,169,266,554
650,NA,NA,17,30,42,90,162,255,531
700,NA,NA,16,28,40,86,155,245,510
750,NA,NA,16,27,39,83,150,236,491
800,NA,NA,15,26,38,80,144,228,474
850,NA,NA,15,26,36,78,140,220,459
900,NA,NA,14,25,35,75,135,214,445
950,NA,NA,14,24,34,73,132,207,432
1000,NA,NA,13,23,33,71,128,202,420
1100,NA,NA,NA,22,32,68,122,192,399
1200,NA,NA,NA,21,30,64,116,183,381
1300,NA,NA,NA,20,29,62,111,175,365
1400,NA,NA,NA,19,28,59,107,168,350
1500,NA,NA,NA,19,27,57,103,162,338
1600,NA,NA,NA,18,26,55,99,156,326
1700,NA,NA,NA,18,25,53,96,151,315
1800,NA,NA,NA,17,24,52,93,147,306
1900,NA,NA,NA,17,24,50,90,143,297
2000,NA,NA,NA,16,23,49,88,139,289
