Length,(1/4,3/8,0.375,0.305),(3/8,1/2,.5,.402),(1/2,5/8,.625,.527),(5/8,3/4,.75,.652),(3/4,7/8,.875,.745),(1,1-1/8,1.125,.995),(1-1/4,1-3/8,1.37,1.245),(1-1/2,-,1.625, 1.481),(2,-,2.125,1.959)
10,190,391,796,1390,1970,4220,7590,12000,24900
20,130,269,547,956,1360,2900,5220,8230,17100
30,105,216,439,768,1090,2330,4190,6610,13800
40,90,185,376,657,932,1990,3590,5650,11800
50,79,164,333,582,826,1770,3180,5010,10400
60,72,148,302,528,749,1600,2880,4540,9460
70,66,137,278,486,689,1470,2650,4180,8700
80,62,127,258,452,641,1370,2460,3890,8090
90,58,119,243,424,601,1280,2310,3650,7590
100,55,113,229,400,568,1210,2180,3440,7170
125,48,100,203,355,503,1080,1940,3050,6360
150,44,90,184,321,456,974,1750,2770,5760
175,40,83,169,296,420,896,1610,2540,5300
200,38,77,157,275,390,834,1500,2370,4930
250,33,69,140,244,346,739,1330,2100,4370
300,30,62,126,221,313,670,1210,1900,3960
350,28,57,116,203,288,616,1110,1750,3640
400,26,53,108,189,268,573,1030,1630,3390
450,24,50,102,177,252,538,968,1530,3180
500,23,47,96,168,238,508,914,1440,3000
550,22,45,91,159,226,482,868,1370,2850
600,21,43,87,152,215,460,829,1310,2720
650,20,41,83,145,206,441,793,1250,2610
700,19,39,80,140,198,423,762,1200,2500
750,18,38,77,135,191,408,734,1160,2410
800,18,37,74,130,184,394,709,1120,2330
850,17,35,72,126,178,381,686,1080,2250
900,17,34,70,122,173,370,665,1050,2180
950,16,33,68,118,168,359,646,1020,2120
1000,16,32,66,115,163,349,628,991,2060
1100,15,31,63,109,155,332,597,941,1960
1200,14,29,60,104,148,316,569,898,1870
1300,14,28,57,100,142,303,545,860,1790
1400,13,27,55,96,136,291,524,826,1720
1500,13,26,53,93,131,280,505,796,1660
1600,12,25,51,89,127,271,487,768,1600
1700,12,24,49,86,123,262,472,744,1550
1800,11,24,48,84,119,254,457,721,1500
1900,11,23,47,81,115,247,444,700,1460
2000,11,22,45,79,112,240,432,681,1420
